id,type,sub_type,start_date,end_date,listing_type,tom,building_age,total_floor_count,floor_no,room_count,size,address,furnished,heating_type,price,price_currency
185,Konut,Daire,9/13/18,9/13/18,1,0,3,4,Kot 2,2+1,,Ankara/Altındağ/Anafartalar,,Fancoil,50000,TRY
186,Konut,Rezidans,10/11/18,11/11/18,1,31,0,20 ve üzeri,20 ve üzeri,3+1,,İstanbul/Şişli/Mecidiyeköy,,Fancoil,10500000,TRY
187,Konut,Rezidans,10/11/18,12/14/18,1,64,0,4,3,4+1,,İstanbul/Sarıyer/İstinye,,Fancoil,9850000,TRY
188,Konut,Villa,10/3/18,2/3/19,1,123,0,4,,4+1,,İzmir/Urla/M. Fevzi Çakmak,,Fancoil,1500000,TRY
189,Konut,Daire,10/21/18,,2,129,0,20 ve üzeri,6,1+0,35,İstanbul/Kartal/Kordonboyu,,Fancoil,1500,TRY
190,Konut,Rezidans,1/9/19,2/8/19,2,30,1,10-20 arası,11,2+1,105,İstanbul/Şişli/Cumhuriyet,,Fancoil,7500,TRY
191,Konut,Villa,11/6/18,12/4/18,1,28,0,3,Müstakil,6+1,285,İzmir/Güzelbahçe/Kahramandere,,Fancoil,1800000,TRY
192,Konut,Villa,11/30/18,12/3/18,1,3,0,2,,3+1,120,İzmir/Urla/İskele,,Fancoil,850000,TRY
193,Konut,Daire,9/20/18,11/19/18,1,60,3,2,Çatı Katı,4+1,,İzmir/Güzelbahçe/Yelki,,Fancoil,560000,TRY
194,Konut,Daire,10/13/18,2/13/19,2,123,0,20 ve üzeri,20 ve üzeri,1+0,30,İstanbul/Kartal/Kordonboyu,,Fancoil,1250,TRY
195,Konut,Daire,11/20/18,12/20/18,1,30,6-10 arası,9,4,1+1,58,İstanbul/Bakırköy/Ataköy 2-5-6. Kısım,,Fancoil,700000,TRY
196,Konut,Villa,10/29/18,,1,121,0,2,,4+1,145,Balıkesir/Burhaniye/Pelitköy,,Fancoil,1000000,TRY
197,Konut,Daire,11/23/18,,2,96,1,4,3,2+1,85,İstanbul/Sancaktepe/Kemal Türkler,,Fancoil,1100,TRY
198,Konut,Villa,2/14/19,,1,13,11-15 arası,2,,3+1,200,İzmir/Güzelbahçe/Kahramandere,,Fancoil,1145000,TRY
199,Konut,Rezidans,10/11/18,11/11/18,1,31,0,4,3,3+1,,İstanbul/Sarıyer/İstinye,,Fancoil,7800000,TRY
200,Konut,Villa,10/9/18,,1,141,6-10 arası,2,,3+1,,İzmir/Karaburun/İskele,,Fancoil,380000,TRY
201,Konut,Villa,11/21/18,,1,98,0,4,Müstakil,4+2,250,İzmir/Güzelbahçe/Yelki,,Fancoil,1699000,TRY
202,Konut,Villa,11/28/18,11/30/18,1,2,0,3,,4+1,200,İzmir/Güzelbahçe/Kahramandere,,Fancoil,1500000,TRY
203,Konut,Daire,2/22/19,,1,5,6-10 arası,3,Kot 2,2+1,85,Muğla/Marmaris/Tepe,,Fancoil,290000,TRY
204,Konut,Villa,12/27/18,,1,62,0,3,,4+1,300,İzmir/Güzelbahçe/Yelki,,Fancoil,2000000,TRY
205,Konut,Daire,10/31/18,,1,119,0,10-20 arası,7,2+1,125,Mersin/Yenişehir/Çiftlikköy,,Fancoil,258000,TRY
206,Konut,Rezidans,11/7/18,1/10/19,1,64,3,20 ve üzeri,20 ve üzeri,6+1,400,İstanbul/Beşiktaş/Levazım,,Fancoil,32500000,TRY
207,Konut,Rezidans,10/11/18,12/14/18,1,64,6-10 arası,20 ve üzeri,2,4+1,,İstanbul/Beşiktaş/Nisbetiye,,Fancoil,9750000,TRY
208,Konut,Rezidans,10/11/18,11/10/18,1,30,6-10 arası,20 ve üzeri,9,2+1,,İstanbul/Beşiktaş/Gayrettepe,,Fancoil,3000000,TRY
209,Konut,Villa,9/21/18,,2,159,0,2,Müstakil,5+1,,İzmir/Urla/Hacı İsa,,Fancoil,4500,TRY
210,Konut,Daire,2/15/19,,1,12,0,,,3+1,120,Çanakkale/Ayvacık/Küçükkuyu Bld. (Mıhlı),,Fancoil,1350000,TRY
211,Konut,Villa,9/21/18,12/6/18,2,76,16-20 arası,2,Müstakil,4+3,,İzmir/Güzelbahçe/Siteler,,Fancoil,4200,TRY
212,Konut,Rezidans,12/10/18,2/9/19,1,61,0,20 ve üzeri,10,1+1,63,İstanbul/Kartal/Kordonboyu,,Fancoil,900000,TRY
213,Konut,Rezidans,10/3/18,,2,147,40 ve üzeri,2,2,1+0,,İstanbul/Beşiktaş/Sinanpaşa,,Fancoil,2500,TRY
214,Konut,Rezidans,10/11/18,12/14/18,1,64,6-10 arası,20 ve üzeri,20 ve üzeri,5+1,,İstanbul/Şişli/Harbiye,,Fancoil,49000000,TRY
215,Konut,Daire,9/21/18,12/19/18,2,89,11-15 arası,,8,1+1,,Ankara/Çankaya/Kızılırmak,,Fancoil,5950,TRY
216,Konut,Villa,11/30/18,11/30/18,1,0,3,2,,3+1,180,İzmir/Güzelbahçe/Kahramandere,,Fancoil,1350000,TRY
217,Konut,Rezidans,11/9/18,12/9/18,2,30,2,10-20 arası,19,1+0,30,İstanbul/Maltepe/Altayçeşme,,Fancoil,1750,TRY
218,Konut,Rezidans,1/8/19,,2,50,2,20 ve üzeri,20 ve üzeri,3+1,,İzmir/Bayraklı/Adalet,,Fancoil,7900,TRY
219,Konut,Daire,9/9/18,11/17/18,1,69,0,3,2,2+1,68,İzmir/Seferihisar/Turabiye,,Fancoil,265000,TRY
220,Konut,Villa,9/10/18,10/10/18,1,30,0,2,,3+1,110,Muğla/Ula/Akyaka,,Fancoil,455000,TRY
221,Konut,Rezidans,11/9/18,2/9/19,2,92,1,8,8,4+1,185,İstanbul/Şişli/İnönü,,Fancoil,12500,TRY
222,Konut,Daire,11/8/18,11/8/18,1,0,1,10-20 arası,En Üst Kat,9+5,60,Ankara/Çankaya/Barbaros,,Fancoil,500000,TRY
223,Konut,Rezidans,11/22/18,,1,97,2,10-20 arası,17,1+1,55,İstanbul/Maltepe/Altayçeşme,,Fancoil,990000,TRY
224,Konut,Rezidans,2/4/19,,1,23,11-15 arası,20 ve üzeri,20 ve üzeri,9+2,1,İstanbul/Beşiktaş/Vişnezade,,Fancoil,132500000,TRY
225,Konut,Müstakil Ev,10/18/18,12/30/18,1,73,1,2,Müstakil,3+1,160,Muğla/Bodrum/Gümüşlük,,Fancoil,1250000,TRY
226,Konut,Villa,10/22/18,,1,128,6-10 arası,2,,3+1,,İzmir/Seferihisar/Ulamış,,Fancoil,1450000,TRY
227,Konut,Daire,2/22/19,2/22/19,1,0,2,4,2,2+1,86,Balıkesir/Edremit/Akçay,,Fancoil,350000,TRY
228,Konut,Rezidans,9/10/18,11/12/18,1,63,3,20 ve üzeri,20 ve üzeri,6+1,450,İstanbul/Beşiktaş/Levent,,Fancoil,32500000,TRY
229,Konut,Villa,11/28/18,12/28/18,1,30,0,1,Müstakil,6+2,432,İstanbul/Büyükçekmece/Karaağaç,,Fancoil,4950000,TRY
230,Konut,Villa,12/19/18,12/21/18,1,2,3,2,,5+1,250,Aydın/Efeler/Kardeşköy,,Fancoil,670000,TRY
231,Konut,Daire,12/12/18,2/14/19,2,64,16-20 arası,20 ve üzeri,8,3+1,136,Ankara/Çankaya/İlkadım,,Fancoil,1800,TRY
232,Konut,Rezidans,12/10/18,1/9/19,2,30,0,20 ve üzeri,20 ve üzeri,3+1,112,İstanbul/Kartal/Kordonboyu,,Fancoil,6000,TRY
233,Konut,Daire,2/3/19,,1,24,0,2,Kot 2,3+1,300,Mersin/Toroslar/Halkkent,,Fancoil,465000,TRY
234,Konut,Daire,2/25/19,,2,2,,,,1+1,45,Antalya/Muratpaşa/Muratpaşa,,Fancoil,100,TRY
235,Konut,Daire,10/24/18,11/23/18,1,30,0,10-20 arası,7,2+1,,Mersin/Yenişehir/Çiftlikköy,,Fancoil,263000,TRY
236,Konut,Rezidans,10/5/18,11/4/18,1,30,2,20 ve üzeri,11,2+1,,İstanbul/Beşiktaş/Levazım,,Fancoil,5700000,TRY
237,Konut,Rezidans,11/13/18,,1,106,1,8,3,1+1,45,İstanbul/Şişli/İnönü,,Fancoil,3050000,TRY
238,Konut,Rezidans,9/10/18,1/12/19,1,124,3,20 ve üzeri,20 ve üzeri,6+1,450,İstanbul/Beşiktaş/Levent,,Fancoil,32500000,TRY
239,Konut,Daire,10/26/18,10/30/18,1,4,5,8,Kot 1,3+2,,İstanbul/Kağıthane/Sultan Selim,,Fancoil,580000,TRY
240,Konut,Villa,11/30/18,11/30/18,1,0,0,3,,4+1,220,İzmir/Güzelbahçe/Kahramandere,,Fancoil,1500000,TRY
241,Konut,Rezidans,11/9/18,1/9/19,1,61,1,8,3,1+1,65,İstanbul/Şişli/İnönü,,Fancoil,3300000,TRY
242,Konut,Daire,1/24/19,2/23/19,1,30,6-10 arası,20 ve üzeri,20 ve üzeri,5+1,330,İstanbul/Zeytinburnu/Kazlıçeşme,,Fancoil,9000000,TRY
243,Konut,Rezidans,11/9/18,12/9/18,1,30,2,10-20 arası,14,1+1,47,İstanbul/Maltepe/Altayçeşme,,Fancoil,871000,TRY
244,Konut,Daire,12/10/18,2/9/19,2,61,0,20 ve üzeri,20 ve üzeri,2+1,84,İstanbul/Kartal/Kordonboyu,,Fancoil,4200,TRY
245,Konut,Daire,2/26/19,,1,1,11-15 arası,5,3,3+1,150,Gaziantep/Şahinbey/Yeditepe,,Fancoil,235000,TRY
246,Konut,Villa,11/30/18,1/29/19,1,60,3,2,,3+1,225,İzmir/Güzelbahçe/Kahramandere,,Fancoil,1350000,TRY
247,Konut,Villa,11/27/18,,1,92,0,3,Müstakil,5+2,450,İzmir/Çeşme/Dalyan,,Fancoil,2800000,TRY
248,Konut,Rezidans,12/10/18,2/9/19,1,61,0,20 ve üzeri,20 ve üzeri,3+1,112,İstanbul/Kartal/Kordonboyu,,Fancoil,2350000,TRY
249,Konut,Rezidans,11/9/18,12/9/18,1,30,2,10-20 arası,15,1+0,48,İstanbul/Maltepe/Altayçeşme,,Fancoil,499999,TRY
250,Konut,Villa,9/12/18,11/30/18,1,79,0,3,,4+2,,Muğla/Ula/Gökova,,Fancoil,659000,TRY
251,Konut,Daire,11/8/18,,1,111,0,2,Yüksek Giriş,2+1,85,Muğla/Marmaris/Hatipirimi,,Fancoil,465000,TRY
252,Konut,Daire,9/5/18,10/5/18,1,30,0,10-20 arası,11,1+1,48,İstanbul/Bakırköy/Ataköy 7-8-9-10. Kısım,,Fancoil,550000,TRY
253,Konut,Daire,9/6/18,9/8/18,1,2,2,5,Kot 3,4+1,,Adana/Pozantı/Akçatekir,,Fancoil,220000,TRY
254,Konut,Villa,12/25/18,2/23/19,1,60,0,3,,3+2,180,Balıkesir/Ayvalık/Ali Çetinkaya,,Fancoil,1100000,TRY
255,Konut,Daire,12/25/18,1/24/19,1,30,0,5,2,2+1,85,Balıkesir/Ayvalık/Altınova,,Fancoil,220000,TRY
256,Konut,Rezidans,12/10/18,1/9/19,1,30,0,20 ve üzeri,20 ve üzeri,3+1,112,İstanbul/Kartal/Kordonboyu,,Fancoil,2350000,TRY
257,Konut,Villa,9/21/18,,1,159,0,2,Müstakil,4+1,,İzmir/Urla/Hacı İsa,,Fancoil,1550000,TRY
258,Konut,Rezidans,1/9/19,2/8/19,2,30,1,10-20 arası,10,1+1,65,İstanbul/Şişli/Cumhuriyet,,Fancoil,5000,TRY
259,Konut,Daire,10/30/18,11/29/18,2,30,1,10-20 arası,1,1+0,48,İstanbul/Küçükçekmece/Atakent,,Fancoil,1300,TRY
260,Konut,Komple Bina,1/16/19,1/16/19,1,0,2,6,,+,225,Ankara/Elmadağ/Hasanoğlan Havuzbaşı,,Fancoil,757878,GBP
261,Konut,Daire,12/20/18,,2,69,0,2,Yüksek Giriş,3+1,120,Balıkesir/Burhaniye/Ören,,Fancoil,1600,TRY
262,Konut,Rezidans,9/10/18,12/7/18,1,88,3,20 ve üzeri,20 ve üzeri,6+1,450,İstanbul/Beşiktaş/Levent,,Fancoil,32500000,TRY
263,Konut,Villa,11/20/18,2/20/19,1,92,0,2,Bahçe katı,3+1,140,Muğla/Bodrum/Turgutreis,,Fancoil,950000,TRY
264,Konut,Daire,9/5/18,12/5/18,1,91,0,10-20 arası,11,1+1,48,İstanbul/Bakırköy/Ataköy 7-8-9-10. Kısım,,Fancoil,550000,TRY
265,Konut,Müstakil Ev,2/19/19,,2,8,6-10 arası,1,Müstakil,4+1,200,Muğla/Marmaris/Beldibi,,Fancoil,2000,TRY
266,Konut,Rezidans,10/11/18,12/14/18,1,64,11-15 arası,20 ve üzeri,20 ve üzeri,4+1,,İstanbul/Şişli/Esentepe,,Fancoil,6000000,TRY
267,Konut,Rezidans,10/11/18,11/10/18,1,30,6-10 arası,20 ve üzeri,6,2+1,,İstanbul/Beşiktaş/Gayrettepe,,Fancoil,2850000,TRY
268,Konut,Rezidans,9/7/18,,2,173,0,20 ve üzeri,20 ve üzeri,1+0,,İstanbul/Ataşehir/Atatürk,,Fancoil,1500,TRY
269,Konut,Daire,9/29/18,10/4/18,1,5,0,5,2,2+1,,Tekirdağ/Çorlu/Reşadiye,,Fancoil,175000,TRY
270,Konut,Daire,2/25/19,,2,2,11-15 arası,20 ve üzeri,20 ve üzeri,7+2,260,Ankara/Çankaya/İlkadım,,Fancoil,5000,TRY
271,Konut,Daire,9/13/18,9/13/18,1,0,3,4,Kot 2,2+1,,Ankara/Altındağ/Anafartalar,,Fancoil,50000,TRY
272,Konut,Rezidans,12/10/18,1/9/19,1,30,0,20 ve üzeri,10,1+1,63,İstanbul/Kartal/Kordonboyu,,Fancoil,900000,TRY
273,Konut,Daire,9/22/18,10/4/18,1,12,0,5,3,2+1,,Tekirdağ/Çorlu/Nusratiye,,Fancoil,170000,TRY
274,Konut,Villa,9/10/18,1/10/19,1,122,0,2,,3+1,110,Muğla/Ula/Akyaka,,Fancoil,455000,TRY
275,Konut,Rezidans,11/9/18,12/9/18,1,30,2,10-20 arası,4,1+0,30,İstanbul/Maltepe/Altayçeşme,,Fancoil,725000,TRY
276,Konut,Villa,12/6/18,,1,83,0,3,,5+1,500,İstanbul/Büyükçekmece/Alkent 2000,,Fancoil,5490000,TRY
277,Konut,Daire,9/22/18,10/4/18,1,12,6-10 arası,5,Bahçe katı,3+1,,Tekirdağ/Çorlu/Muhittin,,Fancoil,153000,TRY
278,Konut,Daire,10/13/18,1/12/19,2,91,1,20 ve üzeri,20 ve üzeri,2+1,120,İstanbul/Kartal/Kordonboyu,,Fancoil,3500,TRY
279,Konut,Rezidans,11/22/18,,1,97,2,10-20 arası,14,1+0,28,İstanbul/Maltepe/Altayçeşme,,Fancoil,495000,TRY
280,Konut,Villa,2/14/19,,1,13,0,3,,4+2,250,İzmir/Güzelbahçe/Kahramandere,,Fancoil,1750000,TRY
281,Konut,Daire,9/13/18,9/13/18,1,0,3,4,Kot 2,2+1,,Ankara/Altındağ/Anafartalar,,Fancoil,50000,TRY
282,Konut,Daire,9/6/18,,1,174,5,6,20 ve üzeri,8+2,,İstanbul/Avcılar/Cihangir,,Fancoil,46200,USD
283,Konut,Daire,9/13/18,2/11/19,1,151,0,3,2,2+1,,Aydın/Efeler/Ata,,Fancoil,270000,TRY
284,Konut,Rezidans,1/16/19,2/15/19,1,30,0,20 ve üzeri,20 ve üzeri,2+1,125,İstanbul/Şişli/Fulya,,Fancoil,6400000,TRY
285,Konut,Rezidans,2/8/19,,2,19,2,10-20 arası,12,1+1,56,İstanbul/Zeytinburnu/Maltepe,,Fancoil,2500,TRY
286,Konut,Rezidans,10/11/18,11/11/18,1,31,11-15 arası,20 ve üzeri,20 ve üzeri,4+1,,İstanbul/Şişli/Esentepe,,Fancoil,6000000,TRY
287,Konut,Daire,9/3/18,9/3/18,2,0,2,4,Kot 3,2+1,,İstanbul/Avcılar/Denizköşkler,,Fancoil,1200,TRY
288,Konut,Villa,1/11/19,,1,47,0,2,,4+1,250,İzmir/Güzelbahçe/Maltepe,,Fancoil,1850000,TRY
289,Konut,Daire,10/10/18,12/9/18,1,60,11-15 arası,2,Yüksek Giriş,3+1,,Balıkesir/Edremit/Akçay,,Fancoil,207000,TRY
290,Konut,Daire,10/13/18,11/12/18,2,30,1,20 ve üzeri,20 ve üzeri,2+1,120,İstanbul/Kartal/Kordonboyu,,Fancoil,3500,TRY
291,Konut,Rezidans,10/11/18,12/14/18,1,64,4,2,2,4+1,,İstanbul/Sarıyer/İstinye,,Fancoil,5750000,TRY
292,Konut,Villa,1/5/19,,1,53,0,3,,5+1,220,Çanakkale/Merkez/Barbaros,,Fancoil,700000,TRY
293,Konut,Daire,12/30/18,1/29/19,1,30,0,5,Yüksek Giriş,2+1,70,Tekirdağ/Çorlu/Cemaliye,,Fancoil,125000,TRY
294,Konut,Villa,11/30/18,12/3/18,1,3,3,2,,3+1,225,İzmir/Güzelbahçe/Kahramandere,,Fancoil,1350000,TRY
295,Konut,Daire,11/21/18,,1,98,0,2,Kot 2,1+1,50,Eskişehir/Odunpazarı/Büyükdere,,Fancoil,110000,TRY
296,Konut,Müstakil Ev,1/11/19,,1,47,11-15 arası,1,,3+1,135,Muğla/Köyceğiz/Toparlar,,Fancoil,650000,TRY
297,Konut,Rezidans,11/9/18,12/9/18,1,30,0,8,5,2+1,97,İstanbul/Şişli/İnönü,,Fancoil,4740000,TRY
298,Konut,Villa,12/19/18,1/5/19,1,17,3,2,,5+1,250,Aydın/Efeler/Kardeşköy,,Fancoil,670000,TRY
299,Konut,Rezidans,9/10/18,9/10/18,2,0,1,6,5,1+1,,Kocaeli/Gölcük/Merkez,,Fancoil,1250,TRY
300,Konut,Müstakil Ev,12/21/18,,2,68,2,3,,5+1,390,Muğla/Bodrum/Ortakentyahşi,,Fancoil,20000,TRY
301,Konut,Villa,9/21/18,,1,159,0,2,Müstakil,5+1,,İzmir/Güzelbahçe/Yelki,,Fancoil,1950000,TRY
302,Konut,Rezidans,9/24/18,10/24/18,1,30,4,20 ve üzeri,14,1+1,,İstanbul/Beşiktaş/Levazım,,Fancoil,900000,USD
303,Konut,Rezidans,11/28/18,12/28/18,1,30,2,10-20 arası,16,2+1,70,İstanbul/Maltepe/Altayçeşme,,Fancoil,1150000,TRY
304,Konut,Daire,1/11/19,2/10/19,2,30,4,4,Bahçe katı,2+1,110,İzmir/Menemen/9 Eylül,,Fancoil,2600,TRY
305,Konut,Daire,1/18/19,,2,40,1,7,3,1+0,23,İzmir/Bornova/Kazımdirik,,Fancoil,1100,TRY
306,Konut,Daire,12/24/18,12/24/18,1,0,1,3,Kot 2,8+3,363679,İstanbul/Güngören/Mehmet Nesih Özmen,,Fancoil,74222,TRY
307,Konut,Villa,10/24/18,,1,126,0,1,Müstakil,4+1,189,Muğla/Bodrum/Gümüşlük,,Fancoil,3200000,TRY
308,Konut,Daire,9/7/18,11/6/18,2,60,5,4,Yüksek Giriş,2+1,,Aydın/Kuşadası/Ege,,Fancoil,800,TRY
309,Konut,Villa,9/21/18,,1,159,0,1,Müstakil,5+1,,Çanakkale/Merkez/Güzelyalı Köyü,,Fancoil,1750000,TRY
310,Konut,Rezidans,9/10/18,,2,170,1,6,5,1+1,,Kocaeli/Gölcük/Merkez,,Fancoil,1250,TRY
311,Konut,Daire,10/1/18,10/31/18,2,30,4,6,Bahçe katı,3+1,,İstanbul/Esenler/Mimar Sinan,,Fancoil,1200,TRY
312,Konut,Daire,2/6/19,,1,21,0,3,3,2+1,75,Muğla/Bodrum/Dirmil,,Fancoil,1000000,TRY
313,Konut,Rezidans,11/9/18,2/9/19,2,92,1,8,4,1+1,65,İstanbul/Şişli/İnönü,,Fancoil,6500,TRY
314,Konut,Rezidans,10/11/18,11/11/18,1,31,6-10 arası,20 ve üzeri,3,4+1,,İstanbul/Beşiktaş/Dikilitaş,,Fancoil,5750000,TRY
315,Konut,Rezidans,11/9/18,12/9/18,1,30,0,8,4,1+1,85,İstanbul/Şişli/İnönü,,Fancoil,3480000,TRY
316,Konut,Daire,1/14/19,,1,44,4,4,1,1+1,75,İzmir/Menemen/9 Eylül,,Fancoil,385000,TRY
317,Konut,Daire,12/7/18,1/6/19,2,30,6-10 arası,4,4,2+1,80,İzmir/Menemen/9 Eylül,,Fancoil,1650,TRY
318,Konut,Daire,12/10/18,1/9/19,2,30,0,20 ve üzeri,13,2+1,87,İstanbul/Kartal/Kordonboyu,,Fancoil,5000,TRY
319,Konut,Daire,9/20/18,1/18/19,1,120,3,2,Çatı Katı,4+1,,İzmir/Güzelbahçe/Yelki,,Fancoil,560000,TRY
320,Konut,Yazlık,2/12/19,2/12/19,1,0,0,2,Müstakil,4+1,134,Balıkesir/Burhaniye/Pelitköy,,Fancoil,1000000,TRY
321,Konut,Daire,2/16/19,,1,11,0,,Kot 1,3+1,140,Çanakkale/Ayvacık/Küçükkuyu Bld. (Mıhlı),,Fancoil,1200000,TRY
322,Konut,Daire,11/27/18,12/27/18,1,30,0,5,Giriş Katı,2+1,,Tekirdağ/Çorlu/Kemalettin,,Fancoil,117000,TRY
323,Konut,Rezidans,1/9/19,2/8/19,2,30,11-15 arası,20 ve üzeri,14,2+1,135,İstanbul/Şişli/Esentepe,,Fancoil,7500,TRY
324,Konut,Villa,10/26/18,,1,124,0,2,Müstakil,4+1,140,İzmir/Çeşme/Alaçatı,,Fancoil,1950000,TRY
325,Konut,Daire,9/12/18,1/10/19,1,120,0,4,Yüksek Giriş,3+1,,Balıkesir/Edremit/Akçay,,Fancoil,350000,TRY
326,Konut,Daire,9/15/18,10/15/18,1,30,16-20 arası,4,4,3+1,,Balıkesir/Edremit/İkizçay,,Fancoil,195000,TRY
327,Konut,Rezidans,11/9/18,12/9/18,1,30,1,8,4,1+1,65,İstanbul/Şişli/İnönü,,Fancoil,3000000,TRY
328,Konut,Villa,2/20/19,,2,7,6-10 arası,3,Müstakil,4+1,180,İzmir/Urla/Çamlıçay,,Fancoil,3700,TRY
329,Konut,Rezidans,12/10/18,1/9/19,2,30,0,20 ve üzeri,15,1+1,55,İstanbul/Kartal/Kordonboyu,,Fancoil,2750,TRY
330,Konut,Rezidans,2/16/19,,1,11,1,10-20 arası,18,1+1,47,İzmir/Bayraklı/Mansuroğlu,,Fancoil,360000,TRY
331,Konut,Daire,2/12/19,,2,15,21-25 arası,3,Yüksek Giriş,3+1,120,Balıkesir/Ayvalık/150 Evler,,Fancoil,1500,TRY
332,Konut,Rezidans,11/9/18,12/9/18,2,30,1,8,4,1+1,65,İstanbul/Şişli/İnönü,,Fancoil,6500,TRY
333,Konut,Villa,11/8/18,12/29/18,1,51,0,2,Müstakil,4+1,140,Muğla/Bodrum/Yakaköy,,Fancoil,990000,TRY
334,Konut,Rezidans,11/9/18,2/9/19,2,92,1,8,8,3+1,168,İstanbul/Şişli/İnönü,,Fancoil,10000,TRY
335,Konut,Daire,12/25/18,12/25/18,1,0,0,5,2,2+1,85,Balıkesir/Ayvalık/Altınova,,Fancoil,220000,TRY
336,Konut,Rezidans,12/10/18,1/9/19,2,30,0,20 ve üzeri,2,2+1,65,İstanbul/Kartal/Kordonboyu,,Fancoil,3500,TRY
337,Konut,Rezidans,11/22/18,,1,97,2,10-20 arası,17,1+0,70,İstanbul/Maltepe/Altayçeşme,,Fancoil,1110000,TRY
338,Konut,Daire,10/26/18,,1,124,0,3,Müstakil,4+1,,Muğla/Bodrum/Bitez,,Fancoil,4500000,TRY
339,Konut,Müstakil Ev,9/28/18,10/28/18,1,30,4,2,Müstakil,3+1,,Muğla/Bodrum/Göltürkbükü,,Fancoil,35500000,TRY
340,Konut,Rezidans,10/11/18,11/11/18,1,31,3,10,5,2+1,,İstanbul/Şişli/Esentepe,,Fancoil,4200000,TRY
341,Konut,Rezidans,10/11/18,12/14/18,1,64,4,5,4,3+1,,İstanbul/Beşiktaş/Ortaköy,,Fancoil,6500000,TRY
342,Konut,Villa,2/14/19,,1,13,2,2,Müstakil,3+1,161,Antalya/Döşemealtı/Altınkale,,Fancoil,790000,TRY
343,Konut,Rezidans,1/22/19,2/5/19,1,14,2,20 ve üzeri,16,1+1,,İzmir/Bayraklı/Adalet,,Fancoil,850000,TRY
344,Konut,Rezidans,2/27/19,,1,0,1,10-20 arası,4,3+1,142,İzmir/Karşıyaka/Örnekköy,,Fancoil,925000,TRY
345,Konut,Daire,10/30/18,12/29/18,2,60,21-25 arası,4,4,1+1,60,Sakarya/Adapazarı/Papuççular,,Fancoil,550,TRY
346,Konut,Rezidans,12/10/18,2/9/19,2,61,0,20 ve üzeri,15,1+1,55,İstanbul/Kartal/Kordonboyu,,Fancoil,2750,TRY
347,Konut,Rezidans,11/9/18,12/9/18,1,30,2,10-20 arası,5,1+0,38,İstanbul/Maltepe/Altayçeşme,,Fancoil,460000,TRY
348,Konut,Rezidans,11/9/18,1/9/19,1,61,1,8,4,1+1,65,İstanbul/Şişli/İnönü,,Fancoil,3000000,TRY
349,Konut,Daire,10/1/18,10/1/18,1,0,0,10,3,4+1,,Ankara/Etimesgut/Şehit Osman Avcı,,Fancoil,484999,TRY
350,Konut,Daire,1/6/19,,1,52,1,1,Kot 1,1+1,111,İstanbul/Beşiktaş/Sinanpaşa,,Fancoil,22222222,TRY
351,Konut,Müstakil Ev,11/29/18,,1,90,0,1,Bahçe katı,2+1,90,Muğla/Datça/Karaköy,,Fancoil,1800000,TRY
352,Konut,Villa,9/14/18,11/7/18,1,54,6-10 arası,2,Müstakil,4+1,,İzmir/Menemen/9 Eylül,,Fancoil,1330000,TRY
353,Konut,Daire,9/22/18,10/4/18,1,12,0,1,4,2+1,,Tekirdağ/Çorlu/Kemalettin,,Fancoil,155000,TRY
354,Konut,Rezidans,11/9/18,1/9/19,1,61,0,8,5,2+1,97,İstanbul/Şişli/İnönü,,Fancoil,4740000,TRY
355,Konut,Daire,12/5/18,2/3/19,2,60,0,20 ve üzeri,16,1+0,30,İstanbul/Kartal/Çavuşoğlu,,Fancoil,1300,TRY
356,Konut,Rezidans,11/9/18,12/9/18,1,30,2,10-20 arası,5,2+1,68,İstanbul/Maltepe/Altayçeşme,,Fancoil,990000,TRY
357,Konut,Rezidans,10/11/18,11/10/18,1,30,4,10-20 arası,12,6+1,,İstanbul/Beşiktaş/Vişnezade,,Fancoil,75000000,TRY
358,Konut,Daire,1/29/19,,2,29,1,7,3,1+0,23,İzmir/Bornova/Kazımdirik,,Fancoil,1100,TRY
359,Konut,Villa,12/22/18,,1,67,0,2,Müstakil,5+1,250,İzmir/Güzelbahçe/Kahramandere,,Fancoil,1300000,TRY
360,Konut,Villa,9/20/18,,1,160,0,2,Müstakil,5+1,,Çanakkale/Merkez/Güzelyalı Köyü,,Fancoil,1450000,TRY
361,Konut,Daire,10/24/18,2/23/19,1,122,0,10-20 arası,7,2+1,,Mersin/Yenişehir/Çiftlikköy,,Fancoil,263000,TRY
362,Konut,Villa,11/9/18,,3,110,2,3,Kot 1,2+1,2,Muğla/Bodrum/Yalıkavak,,Fancoil,8000,TRY
363,Konut,Villa,10/22/18,,1,128,0,2,Müstakil,4+1,250,Muğla/Bodrum/Yokuşbaşı,,Fancoil,3200000,TRY
364,Konut,Rezidans,1/16/19,2/15/19,1,30,4,20 ve üzeri,13,2+1,240,İstanbul/Şişli/Esentepe,,Fancoil,9000000,TRY
365,Konut,Daire,9/22/18,10/4/18,1,12,0,4,Yüksek Giriş,2+1,,Tekirdağ/Çorlu/Rumeli,,Fancoil,215000,TRY
366,Konut,Villa,10/12/18,10/31/18,1,19,,1,Müstakil,3+1,,Muğla/Bodrum/Turgutreis,,Fancoil,1100000,TRY
367,Konut,Daire,11/28/18,2/11/19,1,75,0,4,2,3+1,140,Balıkesir/Edremit/Akçay,,Fancoil,350000,TRY
